,review,rating
8652,I have ordered this item for my Mom and it was not able to chop even 1 onion. I recommend not to go for this product.READ MORE,4
8653,Looking goodREAD MORE,5
8654,Superb product at this price..Happy & satisfied..thank you flipkartREAD MORE,5
8655,Very useful productsREAD MORE,5
8656,Nise....I have done order again...Thxs to Flipkart for the best priceREAD MORE,5
8658,Nice 👌🏻READ MORE,4
8661,Somewhat okayREAD MORE,5
8663,"Just wow, The most difficult vegetable to chop is onion... And this amazing chopper will do it in 10 sec... That too minute pieces... Every one must keep it in their kitchen. must buy..READ MORE",5
8665,"Performance not very well not very bad, standard performance.READ MORE",5
8666,Very good👍👍👍READ MORE,5
8670,It's just wowww Just go for it guysREAD MORE,5
8672,"It's a must buy for every home. Yon know, when a chef says finely chopped onions/garlic/ ginger etc....... Then you trust this one.READ MORE",5
8674,"hm, this one is tough made. spend more, get a better product, Simple.READ MORE",5
8676,Does The job...nice..READ MORE,5
8677,Build quality is not as good as pigeon one. The blades seem lose can't get fine chops like you get from smaller version. If u don't need bigger one just get the smaller it's more useful and consistent.READ MORE,5
8678,Really Superb I loved itREAD MORE,5
8679,"Its very good quality. Writing this after 1 year, still its like new. Perfectly cuts the veggies. Loved it.READ MORE",5
8680,Just AmazingREAD MORE,5
8681,This one here is dominating other choppers. Great finishing and build quality so good. Blades chops finely and the string is strong and tight. Love itREAD MORE,5
8683,Super must buyREAD MORE,4
8685,Fine chopping I am happy to useREAD MORE,5
8686,Very poor quality.. don't go for it... pulling portion is worst...waste of money...READ MORE,5
8690,Good👍 productREAD MORE,5
8691,Thread is not moving properlyREAD MORE,5
8693,Good product and good serviceREAD MORE,5
8694,Best chopper in market just buy it very strong and sharp blades then other chopperREAD MORE,5
8696,This is awesomeREAD MORE,4
8701,Great quality... Long lasting.. Jst go for itREAD MORE,5
8702,super qauletiREAD MORE,5
8704,Best product purchased ever from flipkart...Buil quality  is best ..Quality is too sturdy.. Must buyREAD MORE,5
8705,It is a good product nd easy nd time save productREAD MORE,5
8706,Nice priductREAD MORE,5
8707,Fantastic product. Really worth for money.READ MORE,5
8708,Good Product. Easy to clean. Blades are good.Value for moneyREAD MORE,4
8710,Best till the rest✌🏻😉READ MORE,5
8713,My mom like it... It's pretty not badREAD MORE,5
8717,Very good product I'm so happy tq flipkartREAD MORE,5
8718,Not bad..READ MORE,5
8719,Very usefull nd worth of moneyREAD MORE,5
8721,Looks good and sturdy.READ MORE,5
8722,Nice looking super useful itam.READ MORE,5
8723,Good product. Best for cutting onion without 😭READ MORE,5
8724,"Very useful ,its need of every kitchen,The best quality 100 %worthREAD MORE",5
8726,Superb and very helpfull product.. thankqq flipkartREAD MORE,4
8727,As size is big and the shape of the body not suitable for proper rotation and cutting. If we use more quantity we may not able to pull the thread to cutREAD MORE,5
8731,It's small and handy with good build qualityREAD MORE,5
8732,good chopperREAD MORE,5
8733,Perfect product go for it.READ MORE,5
8737,"It's the best product for kitchen queens,.quality is best and hv used it for months and now I am sharing my review.....go for it without a thoughtREAD MORE",4
8739,Nice...Very useful flipkart best..READ MORE,5
8741,Super.READ MORE,5
8742,Guys just go for it... it's awesomeREAD MORE,5
8743,Really happy to get this amazing product ..thanks flipkartREAD MORE,5
8745,"Superb ,Handy , V useful ProductI'm giving this review after using One year regularly!!V sharp blades ,V much time savingREAD MORE",5
8746,"Good product , go for  itREAD MORE",5
8747,Sharp BladesExtra smoothGood lookingEasy to UseREAD MORE,5
8748,Must by for your momREAD MORE,5
8749,Very gud in these price range just go for itREAD MORE,5
8752,It's easy to use . And quality is also good.Hope it will last longREAD MORE,5
8753,"Nice product given the best in all chopper, butterfly awesome 😍READ MORE",4
8756,Very good product and easy to use.READ MORE,4
8758,"Nice , very useful 👌go for it without any doubtREAD MORE",4
8762,Awesome qualityREAD MORE,5
8763,Good quality.....bt cap is little loose...READ MORE,3
8764,Very good product I'm happy with flipkartREAD MORE,5
8765,I order it just as timepass. Bt its too usedfull nd time saver . Blade are tooo sharp. While using u must be too careful.READ MORE,5
8766,Nice product must byeREAD MORE,4
8768,Very nice products.      Its save my time and result is very superREAD MORE,5
8769,Does the job in fraction of seconds. Satisfied in buying it.READ MORE,5
8771,Superb chopper.. I loved it.. can go for it 100%READ MORE,4
8773,Product is Good but when we use choping anything cap not lockedREAD MORE,5
8774,Excellent product...the cutter is very sharp and cuts the vegetables as required...easy to use ...it's worth the price.READ MORE,5
8776,It's almost year I m using this product truly value for money blade and built quality is sturdyREAD MORE,5
8777,Good quality made up of good plastic.READ MORE,5
8778,Very good product. Best chopper good build quality. Highly recommended.READ MORE,4
8781,It is supperREAD MORE,4
8783,V good chopperREAD MORE,5
8784,Nice one.. Sharp blade... Enough space for small familyREAD MORE,5
8785,"Good, value for money.READ MORE",5
8786,Easy and simple deviceREAD MORE,3
8787,Great produREAD MORE,4
8788,"Lovely product I cut onion in 4 pieces and put it in there, it took just 4 to 5 round it chopped them beautifullyREAD MORE",3
8789,Verry qualityREAD MORE,5
8790,Easy to handleREAD MORE,5
8792,"Blade was good, working fine. But the main drawback was the cord. It tear away within 3 month of use.READ MORE",5
8793,Nice 👍❤READ MORE,5
8794,"Good product. I thought, it will be much bigger. But it's ok. Price is really too much lower than market. Thanks flipkart.READ MORE",4
8795,Easy for daily use. Easy to chop Onions.READ MORE,5
8796,Overall nice product.READ MORE,4
8797,Meet the expectationsWorking goodworth buyingREAD MORE,5
8798,Quality product👍READ MORE,5
8799,Very nice. I am so happy. Value for money. Tq flipkart.READ MORE,3
8802,It's Awesome.READ MORE,5
8803,Soo good and efficientREAD MORE,4
8804,Good quality 👍👍👍👍👍READ MORE,4
8807,"Great,worth the moneyREAD MORE",5
8808,Mashaalla supper good okREAD MORE,5
8809,It was not at all good 😬READ MORE,5
8810,Very  Good Product. Easy to chop vegetables.READ MORE,3
8811,Not suitable for chopping all products. Average product.READ MORE,4
8813,Very very useful productREAD MORE,5
8814,Wonderful producyREAD MORE,4
8815,"Best in the market, go for it without any doubt.READ MORE",5
8816,Good for slicing vegetables.READ MORE,5
8818,really nice produ6READ MORE,5
8819,Very poorREAD MORE,4
8820,Worth fr money u can buy it very easy to useREAD MORE,3
8821,NcREAD MORE,5
8824,Very nice experience ..must buy product..so smooth cuttingREAD MORE,5
8827,Worth to buy and easy to useREAD MORE,5
8828,AwasomeREAD MORE,5
8829,Very good product and delivery boys behavior is very goodREAD MORE,5
8830,Super product!READ MORE,5
8831,Very bad😠😠😠READ MORE,4
8832,Got damaged within one month of purchaseREAD MORE,5
8838,Wow supper..READ MORE,4
8839,It's really works good. Met my expectationsREAD MORE,5
8840,Vry nice luv itREAD MORE,5
8841,It's real usefull.READ MORE,3
8842,It's very easy to use and awsome product.. And one more thing is first time I get surprised and Im expecting the same thing to long lifeREAD MORE,4
8843,Very useful product in daily life.Quality is up to the mark.Can't think of product getting betterREAD MORE,5
8844,The best chopper for us.READ MORE,4
8846,Very nice easy to useREAD MORE,4
8847,working goodREAD MORE,5
8848,Very very nice product very usefullREAD MORE,5
8850,Top qualityREAD MORE,4
8851,Excellent customer service and productREAD MORE,5
8853,This vegetable chopper is so amazingREAD MORE,5
8856,Working goodREAD MORE,3
8858,"Quality is really good. I just loved it, thank you so muchREAD MORE",4
8859,Very Very Nice 💞💞💞👌👌👌READ MORE,5
8860,Does the job. Easy to handle and easy to clean. I lvd it.READ MORE,3
8861,SupparREAD MORE,5
8862,"The product was fabulous. Coming to its build-in quality, it's simply wow. And ease of use is its advantages. The blade inside the jar is very sharp.The only disappointed is it can be used for specific purpose only like for few items. All vegs are trimmed in same way .READ MORE",5
8864,Superb itemREAD MORE,5
8865,"very good, very must your kitchenREAD MORE",4
8866,Very excellent.. ❤️❤️❤️❤️READ MORE,4
8867,"Nice product , I happy with it.READ MORE",5
8868,Best product by flipkart in this range. Go vocal for localREAD MORE,4
8869,The Product is Awesome.It is so easy to handle and also it is very fast at chopping.It is so light that we can carry it anywhere and it also has a good quality.READ MORE,5
8870,Very simple & easy to useREAD MORE,4
8871,super 🥰 l am happyREAD MORE,4
8874,Must buyGoodREAD MORE,4
8876,Easy to use.Osm productREAD MORE,5
8877,I am so happy thankyou flipkartREAD MORE,5
8878,Waste for moneyREAD MORE,5
8881,Good product 💖🙌READ MORE,4
8885,It is is very good quality and rate alsoREAD MORE,4
8886,Don't waste your moneyREAD MORE,5
8888,It is the worst vegetable chopper😡😡😡😡flipcart had delivered me worst products till dateREAD MORE,5
8890,AWESOME 😎READ MORE,5
8892,It is useful and butter quality 😉😉READ MORE,5
8893,Blades are so sharp....but pieces of vegetables get stuck when the pieces are slightly larger....so we have to remove the whole vegetables in the container and cut into small pieces again...which is bit time consuming....but other than that product is excellent in doing its job....satisfied🤞READ MORE,5
8894,Good i really loveREAD MORE,5
8896,Very good product 🤗READ MORE,5
8897,Product is superb and looking nice with super qualityREAD MORE,5
8900,Best for fast bole to fast choppingREAD MORE,4
8901,Useful...READ MORE,5
8903,I like it 😊READ MORE,5
8906,It was very good productREAD MORE,3
8908,Good product ❤READ MORE,5
8911,Good product smart buy🖤l love it this product thank you filpcart 😇😇😇😇very usefull and cutting is excellent!!!!!!!!!!!!!READ MORE,4
8913,"This chopper Quality is excellent and very easy to operate it. Women's work get so easy in cutting of Onion, Garlic, chilli..READ MORE",5
8914,Good product very easy to useREAD MORE,4
8915,very good useful productREAD MORE,5
8916,Stop working after 2 month.....sliping accur while choppingREAD MORE,5
8918,It's a nice product.READ MORE,5
8921,"Chopper work fine, go for it.. 👍READ MORE",4
8922,This is amazing iam speechless 🤭❤️❤️❤️READ MORE,5
8923,Recommended for home use for all women who chopped and cut their fingers everytime😂READ MORE,5
8924,Nice product. Be careful with blades as these are very sharp.READ MORE,5
8927,It is good I love it lot👍🎉READ MORE,5
8928,Worth for the money...... I'm very happy 😊satisfiedREAD MORE,5
8929,Very nice....easy to use...I loved it..🤩👍READ MORE,4
8930,Excellent!!READ MORE,4
8932,Very use my family and valuable for money.READ MORE,5
8933,Super value of moneyREAD MORE,5
8935,I am very happy with thisREAD MORE,5
8937,Very good in quality and quick in handy use.Thanks Flipcart on your timely delivery.READ MORE,5
8942,Nice Love itREAD MORE,5
8943,Full usable product👍👍👍READ MORE,5
8944,Very good productEasy to useREAD MORE,5
8947,Absolutely waste of money. It doesn't work after onions are put in..READ MORE,4
8948,It does looks sturdy and has made of very good material but need to be very careful while chopping as the thread may broke coz of pressure.. onions are hard to chopREAD MORE,5
8949,Nurling very strugglingREAD MORE,5
8950,Superb and fabulous 💖💖Very easy to cut Vegetables and quality blaid I love so much 💞😍READ MORE,5
8951,It is a good handi tool for meREAD MORE,5
8952,Very good product & very useful. Must buyREAD MORE,5
8953,Too good product and very much happy .READ MORE,3
8954,Very nice item .......it works really very niceREAD MORE,5
8955,Best in th marketREAD MORE,5
8956,I used 3 different choppers. But butterfly chopper is very good qualityREAD MORE,5
8957,Very useful and durableREAD MORE,4
